,file,length,seconds,sample_rate,emotions,label,len_trim,max_amp,diff_percent
0,../data/happy/03-01-03-01-01-02-06.wav,172973,3.6036041666666665,48000,happy,03,78336,0.081298828125,0.5471200707624889
1,../data/happy/03-01-03-01-01-02-12.wav,179379,3.7370625,48000,happy,03,79872,0.082794189453125,0.5547304868462863
2,../data/happy/03-01-03-02-02-02-12.wav,190590,3.970625,48000,happy,03,90624,0.445831298828125,0.5245081064064222
3,../data/happy/03-01-03-02-02-02-06.wav,172972,3.6035833333333334,48000,happy,03,78848,0.354522705078125,0.5441574358855769
4,../data/happy/03-01-03-02-02-02-07.wav,184184,3.8371666666666666,48000,happy,03,92672,0.265960693359375,0.4968509751118447
5,../data/happy/03-01-03-02-02-02-13.wav,160160,3.3366666666666664,48000,happy,03,65536,0.173095703125,0.5908091908091908
6,../data/happy/03-01-03-01-01-02-13.wav,153754,3.2032083333333334,48000,happy,03,57856,0.0675048828125,0.623710602650988
7,../data/happy/03-01-03-01-01-02-07.wav,166566,3.470125,48000,happy,03,75264,0.0462646484375,0.5481430784193653
8,../data/happy/03-01-03-01-01-02-11.wav,153754,3.2032083333333334,48000,happy,03,60416,0.039764404296875,0.6070606293169608
9,../data/happy/03-01-03-01-01-02-05.wav,155355,3.2365625,48000,happy,03,60928,0.0694580078125,0.6078143606578481
10,../data/happy/03-01-03-02-02-02-05.wav,163363,3.403395833333333,48000,happy,03,70144,0.16552734375,0.5706249273091214
11,../data/happy/03-01-03-02-02-02-11.wav,168168,3.5035,48000,happy,03,67584,0.237274169921875,0.598116169544741
12,../data/happy/03-01-03-01-02-02-19.wav,158559,3.3033125,48000,happy,03,96256,0.050201416015625,0.3929325992217408
13,../data/happy/03-01-03-02-01-02-19.wav,182582,3.8037916666666667,48000,happy,03,116736,0.103729248046875,0.36063795993033265
14,../data/happy/03-01-03-02-01-02-24.wav,180981,3.7704375,48000,happy,03,75776,0.2021484375,0.5813041147965808
15,../data/happy/03-01-03-02-01-02-18.wav,188988,3.93725,48000,happy,03,75776,0.386138916015625,0.5990433255021483
16,../data/happy/03-01-03-01-02-02-18.wav,168168,3.5035,48000,happy,03,71680,0.03753662109375,0.5737595737595738
17,../data/happy/03-01-03-01-02-02-24.wav,179379,3.7370625,48000,happy,03,79872,0.095703125,0.5547304868462863
18,../data/happy/03-01-03-02-02-02-10.wav,190591,3.970645833333333,48000,happy,03,84992,0.972381591796875,0.5540607898589125
19,../data/happy/03-01-03-02-02-02-04.wav,180980,3.7704166666666667,48000,happy,03,78848,0.472900390625,0.5643275500055255
20,../data/happy/03-01-03-01-01-02-04.wav,169769,3.5368541666666666,48000,happy,03,67584,0.124542236328125,0.60190611949178
21,../data/happy/03-01-03-01-01-02-10.wav,166566,3.470125,48000,happy,03,63488,0.1763916015625,0.618841780435383
22,../data/happy/03-01-03-01-01-02-14.wav,176176,3.6703333333333332,48000,happy,03,78336,0.140625,0.5553537371719189
23,../data/happy/03-01-03-02-02-02-14.wav,179379,3.7370625,48000,happy,03,79360,0.374420166015625,0.5575847785972717
24,../data/happy/03-01-03-01-02-02-08.wav,164965,3.4367708333333336,48000,happy,03,67072,0.094390869140625,0.5934167853787167
25,../data/happy/03-01-03-01-02-02-20.wav,163363,3.403395833333333,48000,happy,03,66048,0.053924560546875,0.5956979242545741
26,../data/happy/03-01-03-02-01-02-20.wav,206606,4.304291666666667,48000,happy,03,108544,0.209625244140625,0.47463287610233973
27,../data/happy/03-01-03-02-01-02-08.wav,187387,3.9038958333333333,48000,happy,03,82944,0.139739990234375,0.5573652387839071
28,../data/happy/03-01-03-02-01-02-09.wav,200200,4.170833333333333,48000,happy,03,100352,0.200927734375,0.49874125874125874
29,../data/happy/03-01-03-02-01-02-21.wav,188989,3.9372708333333333,48000,happy,03,88064,0.261138916015625,0.5340257898607855
30,../data/happy/03-01-03-01-02-02-21.wav,184184,3.8371666666666666,48000,happy,03,82432,0.179595947265625,0.5524475524475524
31,../data/happy/03-01-03-01-02-02-09.wav,166567,3.4701458333333335,48000,happy,03,71168,0.058563232421875,0.572736496424862
32,../data/happy/03-01-03-02-02-02-15.wav,161762,3.370041666666667,48000,happy,03,62464,0.22625732421875,0.6138524498955256
33,../data/happy/03-01-03-02-02-02-01.wav,188989,3.9372708333333333,48000,happy,03,87040,0.1395263671875,0.5394440946298462
34,../data/happy/03-01-03-01-01-02-01.wav,166566,3.470125,48000,happy,03,79360,0.074981689453125,0.5235522255442288
35,../data/happy/03-01-03-01-01-02-15.wav,160160,3.3366666666666664,48000,happy,03,100352,0.147613525390625,0.3734265734265734
36,../data/happy/03-01-03-01-01-02-03.wav,172972,3.6035833333333334,48000,happy,03,80896,0.1396484375,0.5323173692852022
37,../data/happy/03-01-03-01-01-02-17.wav,169770,3.536875,48000,happy,03,62976,0.17071533203125,0.6290510690934794
38,../data/happy/03-01-03-02-02-02-17.wav,182582,3.8037916666666667,48000,happy,03,75264,0.22149658203125,0.587779737323504
39,../data/happy/03-01-03-02-02-02-03.wav,184184,3.8371666666666666,48000,happy,03,88576,0.343994140625,0.5190896060461277
40,../data/happy/03-01-03-01-02-02-23.wav,156957,3.2699375,48000,happy,03,59904,0.09588623046875,0.6183413291538447
41,../data/happy/03-01-03-02-01-02-23.wav,153753,3.2031875,48000,happy,03,54272,0.31610107421875,0.64701826956222
42,../data/happy/03-01-03-02-01-02-22.wav,184184,3.8371666666666666,48000,happy,03,81920,0.171173095703125,0.5552273813143378
43,../data/happy/03-01-03-01-02-02-22.wav,168168,3.5035,48000,happy,03,70656,0.082977294921875,0.5798487227058655
44,../data/happy/03-01-03-02-02-02-02.wav,185785,3.8705208333333334,48000,happy,03,84992,0.277099609375,0.5425249616492182
45,../data/happy/03-01-03-02-02-02-16.wav,182583,3.8038125,48000,happy,03,80896,0.206268310546875,0.5569357497685984
46,../data/happy/03-01-03-01-01-02-16.wav,176176,3.6703333333333332,48000,happy,03,75264,0.12384033203125,0.5727908455181182
47,../data/happy/03-01-03-01-01-02-02.wav,177777,3.7036875,48000,happy,03,75776,0.143035888671875,0.5737581351918415
48,../data/happy/03-01-03-01-02-01-14.wav,163363,3.403395833333333,48000,happy,03,62464,0.08392333984375,0.6176367965818453
49,../data/happy/03-01-03-02-01-01-14.wav,180980,3.7704166666666667,48000,happy,03,78848,0.53076171875,0.5643275500055255
50,../data/happy/03-01-03-01-01-01-08.wav,168168,3.5035,48000,happy,03,71680,0.064483642578125,0.5737595737595738
51,../data/happy/03-01-03-01-01-01-20.wav,169770,3.536875,48000,happy,03,62976,0.1932373046875,0.6290510690934794
52,../data/happy/03-01-03-02-02-01-20.wav,171372,3.57025,48000,happy,03,68096,0.44793701171875,0.6026422052610695
53,../data/happy/03-01-03-02-02-01-08.wav,184184,3.8371666666666666,48000,happy,03,82432,0.206329345703125,0.5524475524475524
54,../data/happy/03-01-03-02-02-01-09.wav,171372,3.57025,48000,happy,03,74240,0.266693115234375,0.5667903741568051
55,../data/happy/03-01-03-02-02-01-21.wav,176176,3.6703333333333332,48000,happy,03,76288,0.24005126953125,0.5669784760693851
56,../data/happy/03-01-03-01-01-01-21.wav,184184,3.8371666666666666,48000,happy,03,80384,0.114288330078125,0.563566867914694
57,../data/happy/03-01-03-01-01-01-09.wav,160160,3.3366666666666664,48000,happy,03,88064,0.021942138671875,0.45014985014985015
58,../data/happy/03-01-03-02-01-01-01.wav,176176,3.6703333333333332,48000,happy,03,71168,0.126953125,0.5960403233130506
59,../data/happy/03-01-03-02-01-01-15.wav,171371,3.5702291666666666,48000,happy,03,76288,0.215362548828125,0.5548371661482981
